Mon Dec  9 14:19:29 2024    test.prof

         22168758 function calls (21994485 primitive calls) in 205.113 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\flatten.py:59(Unflatten)
       23    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\configparser.py:635(add_section)
       24    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\cbook.py:1748(_safe_first_finite)
       70    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\util.py:429(is_pandas_data_frame)
        1    0.000    0.000    0.001    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\tkinter\__init__.py:452(trace_add)
        6    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\fields.py:493(_from_dataclass_field)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\legend_handler.py:1(<module>)
       45    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_run.py:357(_attach)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\interface\interface_shared.py:502(_deliver_network_status)
       24    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\_api\deprecation.py:190(finalize)
        5    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:672(Final)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pyparsing\util.py:1(<module>)
       66    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\env.py:239(get_ignore)
     1501    0.001    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\vendor\graphql-core-1.1\wandb_graphql\language\parser.py:48(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\functions\elementary\piecewise.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_init.py:402(<lambda>)
       21    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\markers.py:345(get_transform)
       66    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\env.py:287(get_base_url)
        3    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_settings.py:713(files_dir)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\interface\router.py:81(send_and_receive)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\mpl_toolkits\mplot3d\axis3d.py:38(Axis)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\__init__.py:2504(_TritonLibrary)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\compiled_autograd.py:1(<module>)
        6    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\pathlib.py:870(is_dir)
      154    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\re\_parser.py:893(_parse_flags)
        2    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\urllib3\_collections.py:242(__init__)
        1    0.000    0.000    0.001    0.001 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\csv.py:1(<module>)
      528    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\configparser.py:172(__init__)
       66    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\env.py:251(get_project)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\onnx\symbolic_opset13.py:1(<module>)
        6    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\legend.py:1142(_get_anchored_bbox)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\apis\public\jobs.py:427(RunQueue)
       11    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\urllib\parse.py:452(urlsplit)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\amp\grad_scaler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\_foreach_utils.py:1(<module>)
      723    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\inspect.py:475(istraceback)
       12    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_functorch\deprecated.py:44(setup_docs)
        2    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\models.py:409(prepare_url)
        2    0.000    0.000    0.001    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\requests\utils.py:114(proxy_bypass)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\pickletools.py:2224(assure_pickle_consistency)
       12    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\symbol.py:319(__new__)
        9    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
       36    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\rcsetup.py:772(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\series\order.py:1(<module>)
       61    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\interface\interface.py:963(deliver_request_sampled_history)
        9    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:745(_is_dark)
      340    0.000    0.000    0.000    0.000 {built-in method pydantic_core._pydantic_core.to_jsonable_python}
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_functorch\_aot_autograd\utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\lib\_twodim_base_impl.py:1(<module>)
       66    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\text.py:1044(set_fontfamily)
       41    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\decorators.py:98(priority_decorator)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\_color_data.py:1(<module>)
       10    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_fields.py:379(takes_validated_data_argument)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\wandb_run.py:330(stop)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\idna\idnadata.py:1(<module>)
       21    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\PIL\Image.py:1183(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\colorama\winterm.py:77(style)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\fsdp\_fsdp_extensions.py:16(FSDPExtensions)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\data_types\plotly.py:1(<module>)
       86    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\module.py:902(compute_should_use_set_data)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\asyncio\timeouts.py:26(Timeout)
        8    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\colorama\win32.py:115(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\profiler\profiler.py:488(profile)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_export\verifier.py:1(<module>)
       74    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\transforms.py:2040(translate)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\iter\streamreader.py:1(<module>)
       29    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\singleton.py:165(__init__)
       92    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\text.py:1320(set_usetex)
       61    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\nn\modules\module.py:631(add_module)
       70    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\util.py:675(maybe_compress_history)
      567    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\matrices\expressions\funcmatrix.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\_shard\sharded_tensor\_ops\init.py:126(register_tensor_creation_op)
       18    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\_core\fromnumeric.py:2496(any)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\backends\cuda\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\interface\router.py:1(<module>)
       50    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      350    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\git\refs\head.py:128(Head)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\fx\passes\infra\pass_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_functorch\pyfunctorch.py:1(<module>)
       23    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\_core\overrides.py:177(decorator)
      276    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_typing_extra.py:393(origin_is_union)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\interface\interface_shared.py:514(_deliver_request_sampled_history)
       19    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\mazeGenerator.py:85(add_wall)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\email\_encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\_shard\sharded_tensor\utils.py:1(<module>)
       61    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:42(get_hinting_flag)
       18    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\sdk\lib\mailbox.py:141(_notify_abandon)
        2    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:865(_in1d)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\nn\functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\util.py:1168(async_call)
       32    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\matplotlib\__init__.py:674(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\distributed\tensor\parallel\style.py:377(PrepareModuleInput)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\optim\swa_utils.py:105(AveragedModel)
       31    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ipaddress.py:1286(__init__)
      140    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\backends\mha\__init__.py:9(get_fastpath_enabled)
      552    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\dataclasses.py:643(<genexpr>)
      808    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\capture.py:294(__eq__)
       18    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\wandb\util.py:269(app_url)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\sympy\core\expr.py:43(Expr)
       22    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       30    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
      318    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\utils\data\datapipes\map\callable.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\colorama\win32.py:108(_winapi_test)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torchgen\model.py:1876(BaseTy)
      190    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\pydantic\_internal\_typing_extra.py:142(is_new_type)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\torch\_dynamo\trace_rules.py:2927(FunctionIdSet)
        1    0.000    0.000    0.000    0.000 C:\Users\josse\OneDrive\Documenten\creditcontract\RL\RL_MARL_QMIX\venv\Lib\site-packages\gitdb\util.py:248(__getattr__)
